Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
2 BDR with hotel amenities,Entire serviced apartment,entire_home,Dubai,25314,2,2,6,f,5.0,False,False,233,0.0,19560,0.0,365,70,23,16,4.2,9.0,8.0,8.0,9.0,9.0,8.0,25.22295,55.28205
Lovely 1-bedroom serviced apartment.,Entire serviced apartment,entire_home,Dubai,25314,1,2,3,f,,False,False,122,0.0,14296,0.0,279,98,42,20,4.7,9.0,9.0,9.0,9.0,10.0,9.0,25.223,55.282
Anexy for rent..attached bathroom and separated .,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,1.0,True,False,41,14.0,49,0.0,2,1,60,0,,,,,,,,25.2234,55.28144
Executive Room Near World Trade Center,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,62,0.0,2024,0.0,48,27,68,3,,,,,,,,25.2240709807695,55.28167664012092
"Ascott Park Place Dubai, 2 Bedroom Deluxe",Entire serviced apartment,entire_home,Dubai,25314,2,1,3,f,8.0,True,False,262,0.0,39651,0.0,329,127,46,44,,,,,,,,25.22407,55.28218
"Ascott Park Place Dubai, 1 Bedroom Premier",Entire serviced apartment,entire_home,Dubai,25314,1,1,2,f,8.0,True,False,246,0.0,20989,0.0,316,72,27,26,,,,,,,,25.22412,55.28218
Premium 1 BDR Serviced Apartment.,Entire serviced apartment,entire_home,Dubai,25314,1,2,3,f,5.0,True,False,178,0.0,12736,0.0,159,59,45,18,4.2,9.0,9.0,9.0,9.0,10.0,8.0,25.224,55.283
LUXURIOUS 3 BR NEXT TO DWTC & CONVENTION CENTRE,Entire serviced apartment,entire_home,Dubai,25314,3,2,7,f,721.0,False,False,590,27.0,11345,9.07778,100,16,19,5,4.8,10.0,10.0,10.0,10.0,10.0,9.0,25.22305,55.28427
World Trade Center room,Private room in rental unit,private_room,Dubai,25314,1,2,2,f,,False,False,49,0.0,598,0.0,61,10,20,5,,,,,,,,25.22435,55.28395
"Ascott Park Place Dubai, 2 Bedroom Premier",Entire serviced apartment,entire_home,Dubai,25314,2,2,4,f,8.0,True,False,392,0.0,941,0.0,6,2,40,6,,,,,,,,25.2253,55.28231
2 Bedroom Deluxe Apartment.,Entire serviced apartment,entire_home,Dubai,25314,2,2,5,f,5.0,True,False,302,0.0,17202,0.0,178,47,32,24,4.1,9.0,8.0,8.0,8.0,9.0,8.0,25.22605,55.28317
1 Bedroom Flat next to future museum,Entire condo,entire_home,Dubai,25314,1,2,3,f,1.0,False,False,108,14.0,3954,0.0,85,30,42,7,4.0,10.0,10.0,6.0,10.0,10.0,10.0,25.22368,55.28715
"Modern & Bright 1 BR near Down town , WTC & Metro.",Entire rental unit,entire_home,Dubai,25314,1,2,2,t,1.0,True,False,116,27.0,18328,27.2333,266,128,58,16,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.22656,55.28611
King size room in luxury 5* Hotel,Private room in rental unit,private_room,Dubai ,25314,1,2,1,f,1.0,True,False,110,0.0,7900,0.0,171,60,42,14,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.22673,55.28365
Spacious One Bedroom near metro and downtown,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,54.0,True,False,104,42.0,14247,0.0,199,109,66,14,4.6,9.0,9.0,9.0,9.0,10.0,9.0,25.22723,55.28582
"Duja Tower 1BR w/ City View, Gym, Pool & Elevator",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,124,177.0,577,0.0,31,4,15,0,,,,,,,,25.22764,55.28539
"Sheikh Zayed Road 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,136,109.0,490,0.0,10,3,36,0,,,,,,,,25.228,55.286
In a great area,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,164,0.0,1576,0.0,31,8,31,1,,,,,,,,25.228,55.286
"Heart of dubai, midst of clubs and restaurants.",Private room in rental unit,private_room,Dubai,25314,1,2,2,f,1.0,False,True,67,35.0,1625,0.0,63,19,36,3,4.8,10.0,9.0,9.0,10.0,10.0,10.0,25.22836,55.28676
Arabesque Deluxe Room | Breakfast Included,Room in hotel,private_room,Dubai,25314,1,1,2,f,13.0,True,False,112,0.0,5100,0.0,253,39,18,25,5.0,10.0,10.0,8.0,10.0,10.0,10.0,25.227,55.289
Eclectic Premium Twin Room | Breakfast Included,Room in hotel,private_room,Dubai,25314,1,1,2,f,13.0,True,False,131,0.0,12150,0.0,175,77,53,26,,,,,,,,25.227,55.289
Arabesque Deluxe Twin Room | Breakfast Included,Room in hotel,private_room,Dubai,25314,Studio,1,2,f,13.0,True,False,114,0.0,5242,0.0,209,38,22,20,,,,,,,,25.227,55.289
Spacious One Bedroom in Central of Dubai,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,54.0,True,False,84,39.0,2234,0.0,30,21,84,3,4.5,9.0,9.0,9.0,9.0,10.0,9.0,25.22872,55.28561
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,139,177.0,1851,0.0,28,10,43,1,5.0,9.0,10.0,10.0,9.0,10.0,10.0,25.229,55.286
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,94,87.0,3061,0.0,37,27,88,0,5.0,6.0,10.0,10.0,6.0,10.0,10.0,25.229,55.286
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,154,177.0,4058,0.0,31,22,85,0,5.0,10.0,10.0,10.0,10.0,8.0,10.0,25.229,55.286
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,95,177.0,1026,0.0,18,9,60,0,5.0,10.0,10.0,10.0,10.0,9.0,10.0,25.229,55.286
"Sheikh Zayed Road 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,111,72.0,266,0.0,10,2,24,0,5.0,10.0,10.0,10.0,8.0,9.0,10.0,25.229,55.286
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,142,109.0,170,0.0,5,1,24,0,,,,,,,,25.229,55.286
"Sheikh Zayed Road 2BR w/ Sea View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,2,3,4,f,884.0,True,True,138,123.0,794,0.0,18,4,27,1,5.0,10.0,10.0,10.0,10.0,10.0,8.0,25.229,55.286
"Duja Tower 1BR w/ City View, Gym, Pool & Elevator",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,204,177.0,245,0.0,4,1,30,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.229,55.286
"Duja Tower 1BR w/ City View, Pool, Gym & Elevator",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,True,126,0.0,295,0.0,26,2,9,0,,,,,,,,25.229,55.286
"Sheikh Zayed Road 2BR w/ Sea View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,2,3,4,f,884.0,True,True,204,177.0,1242,0.0,21,5,29,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.22939,55.28587
"Sheikh Zayed Rd 2BR w/ Marina View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,2,3,4,f,884.0,True,True,134,131.0,6106,0.0,49,38,93,0,,,,,,,,25.22917,55.2871
"Sheikh Zayed Rd 1BR w/ City View, Pool & Gym",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,884.0,True,True,151,123.0,1643,0.0,17,9,64,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.22956,55.28526
Eclectic Premium Room | Breakfast Included,Room in hotel,private_room,Dubai,25314,1,1,2,f,13.0,True,False,121,0.0,1856,0.0,59,13,26,18,,,,,,,,25.23,55.287
Studio in 5-star Hotel | Breakfast Included,Room in hotel,private_room,Dubai,25314,Studio,1,2,f,13.0,True,False,151,0.0,26991,0.0,325,149,55,31,,,,,,,,25.23,55.287
Executive Suite in 5-star Hotel | Breakfast Incl.,Room in hotel,private_room,Dubai,25314,1,1,2,f,13.0,True,False,138,0.0,1352,0.0,70,8,14,10,,,,,,,,25.23,55.287
Diplomatic Suite in 5-star Hotel | Breakfast Incl.,Room in hotel,private_room,Dubai,25314,1,1,2,f,13.0,True,False,175,0.0,1260,0.0,40,6,18,6,,,,,,,,25.23,55.287
1 Bedroom Suite in 5* Hotel | Breakfast Incl.,Room in hotel,private_room,Dubai,25314,1,1,3,f,13.0,True,False,154,0.0,13321,0.0,173,72,50,33,5.0,9.0,10.0,10.0,10.0,9.0,9.0,25.23,55.288
One Residences Iconic 2BR with Garden Glow Views,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,106,0.0,5851,0.0,69,46,80,1,,,,,,,,25.232,55.295
OFFER! 50% OFF! I sleep 4 near Dubai Frame!,Entire rental unit,entire_home,Dubai,25314,1,2,4,t,,False,False,78,0.0,3370,0.0,48,36,90,1,,,,,,,,25.232,55.295
LUX | The Dubai Skyline View Suite 1,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,False,130,0.0,1244,0.0,29,8,33,2,,,,,,,,25.232068556596605,55.29492246656497
LUX | The Dubai Skyline View Suite 2,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,False,138,0.0,1321,0.0,29,8,33,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.232120604151795,55.29517548986207
Upscale 1BR minutes away to Metro Station!,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,121,0.0,3194,0.0,48,22,55,2,,,,,,,,25.231556953504263,55.29594006553536
"GuestReady - Urban Lux, Rooftop Pool, Dubai Frame",Entire rental unit,entire_home,دبي,25314,1,2,2,t,,False,False,184,0.0,20650,0.0,129,93,87,11,,,,,,,,25.23185,55.29635
2BHK/ Near Dubai Frame/ Park/Metro,Entire rental unit,entire_home,Dubai,25314,2,3,6,t,,False,False,131,0.0,5993,0.0,61,38,75,4,,,,,,,,25.231937482284145,55.29593281157186
Stylish 1BR w/ Dubai Frame Views - Near Metro!,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,100,0.0,7830,0.0,90,65,87,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.232,55.296
Gorgeous 2BR Close to Metro w/ Dubai Frame Views!,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,134,0.0,5844,0.0,89,36,49,4,4.5,10.0,10.0,10.0,10.0,10.0,10.0,25.232,55.296
Upscale 2BR w/ Dubai Frame Views - Near Metro!,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,151,0.0,10214,0.0,89,56,76,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.232,55.296
OFFER! 50% OFF! I sleep 6 near Dubai Frame!,Entire rental unit,entire_home,Dubai,25314,2,3,6,t,,False,False,68,0.0,6059,0.0,90,74,99,1,,,,,,,,25.232,55.296
OFFER! 50% OFF! I sleep 4 near Dubai Frame!,Entire rental unit,entire_home,Dubai,25314,1,2,4,t,,False,False,73,0.0,3340,0.0,61,38,75,2,,,,,,,,25.232,55.296
Luxury 2 BR with Dubai Frame &  Skyline View,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,104,0.0,2611,0.0,31,21,81,0,,,,,,,,25.232,55.296
Elegant One Bedroom Apartment in Wasl 1 Residence,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,,False,False,105,0.0,3802,0.0,51,30,71,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23231,55.29622
GuestReady - Exuberance and refinement,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,149,0.0,5559,0.0,41,31,91,1,,,,,,,,25.232059572347723,55.29685474251824
Feel home ! Away from home,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,103,0.0,5933,0.0,60,48,96,4,4.9,10.0,10.0,10.0,10.0,10.0,9.0,25.23271,55.29298
New Arabian Beautiful 1 BR Park View In Dubai,Entire rental unit,entire_home,دبي,25314,1,2,3,f,51.0,True,True,209,41.0,4077,0.0,86,16,22,3,4.7,10.0,10.0,9.0,10.0,10.0,9.0,25.23306,55.29322
Stunning 1 Bedroom in Wasl 1 Residence,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,93,0.0,4936,0.0,61,44,87,1,4.0,9.0,8.0,8.0,9.0,10.0,8.0,25.23334,55.29366
Modern Suite in Park Gate,Entire rental unit,entire_home,Dubai,25314,Studio,0,3,f,,False,False,66,0.0,2756,0.0,48,35,87,1,,,,,,,,25.23261338123569,55.29400315826169
Spacious Apartment Amidst Lush Green Parks,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,96,0.0,4493,0.0,90,39,52,5,,,,,,,,25.233,55.294
1010 Amazing Modern 1BHK great location & pool,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,True,110,0.0,3678,0.0,38,28,88,0,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.23308,55.29477
LUX | The Executive Trade Center Suite,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,101,0.0,4727,0.0,90,39,52,4,,,,,,,,25.23375,55.29473
Modern 1BR with Balcony | Dubai Frame View,Entire rental unit,entire_home,Dubai,25314,1,2,2,t,,False,False,92,0.0,3985,0.0,76,36,57,3,,,,,,,,25.234,55.294
OFFER! 50% OFF!  Awesome space for 6!,Entire rental unit,entire_home,Dubai,25314,2,3,6,t,,False,False,92,0.0,5763,0.0,72,52,87,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23287,55.29641
Ultimate Stay / Scenic Panoramic Park & Frame View,Entire rental unit,entire_home,Dubai,25314,2,3,7,t,,False,False,290,0.0,33802,0.0,248,98,47,17,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23317,55.2961
Rare Spacious Loft - Dubai Frame View,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,104,0.0,7582,0.0,90,61,81,0,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.234,55.295
GuestReady - Oasis at Zabeel Park Great Pool,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,166,0.0,7596,0.0,52,38,88,2,5.0,9.0,9.0,9.0,10.0,9.0,9.0,25.23383,55.29661
GBH4R2#Spacious bedroom Jafliya,Private room in rental unit,private_room,Dubai,25314,1,1,2,t,,False,False,26,0.0,2183,0.0,115,70,73,9,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23654,55.28294
GBH5R2 private room inside 3bed flat central dubai,Private room in condo,private_room,Dubai,25314,1,2,2,t,4.0,False,False,30,8.0,3575,0.0,181,93,62,26,4.5,9.0,9.0,8.0,9.0,9.0,9.0,25.23763,55.28275
Furnished 1 bedroom apartment,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,,False,False,114,0.0,137,0.0,8,1,15,0,,,,,,,,25.242,55.285
BestApartment for shortterm Rent,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,138,0.0,1121,0.0,58,7,14,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23447,55.29376
Charming hotel room,Room in hotel,private_room,Dubai,25314,1,1,2,t,,False,False,67,0.0,1415,0.0,96,18,22,8,4.8,10.0,10.0,10.0,9.0,8.0,9.0,25.24828,55.28264
Al Mankhool 2 Bedroom Dlx Apt. (King +Twin Bed) #3,Entire serviced apartment,entire_home,Dubai,25314,2,3,4,f,24.0,False,False,340,0.0,1238,0.0,14,3,26,8,,,,,,,,25.24728,55.28564
Mankhool Studio Apartment #2,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,2,f,24.0,False,False,185,0.0,3552,0.0,60,16,32,7,,,,,,,,25.24755,55.28557
Al Mankhool 1 Bedroom Dlx. Apt. (Queen Bed) #3,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,24.0,False,False,272,0.0,2636,0.0,19,8,51,13,,,,,,,,25.24744,55.28598
Al Mankhool 2 Bedroom Dlx. Apt. (King+Queen) #3,Entire serviced apartment,entire_home,Dubai,25314,2,3,4,f,24.0,False,False,287,0.0,9040,0.0,75,26,42,13,,,,,,,,25.24765,55.28608
Al Mankhool 1 Bedroom Dlx. Apt. (Queen Bed) #2,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,24.0,False,False,272,0.0,2946,20.4333,19,9,57,13,,,,,,,,25.24746,55.28729
Al Mankhool 1 Bedroom Std. Apt (King Bed) #2,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,24.0,False,False,219,0.0,4240,0.0,44,16,44,5,,,,,,,,25.24876,55.28752
Al Mankhool 1 Bedroom Std. Apt (King Bed) #3,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,24.0,False,False,218,0.0,794,0.0,14,3,26,11,,,,,,,,25.24892,55.28712
Mankhool Studio Apartment #4,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,2,f,24.0,False,False,191,0.0,3667,0.0,30,16,64,12,,,,,,,,25.24913,55.28757
Mankhool Studio Apartment #3,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,2,f,24.0,False,False,104,0.0,250,0.0,6,2,40,4,,,,,,,,25.24931,55.28733
Al Mankhool 2 Bedroom Dlx Apt. (King +Twin Bed) #2,Entire serviced apartment,entire_home,Dubai,25314,2,3,4,f,24.0,False,False,340,0.0,816,0.0,12,2,20,8,,,,,,,,25.24932,55.28742
Al Mankhool 2 Bedroom Dlx. Apt. (King+Queen) #2,Entire serviced apartment,entire_home,Dubai,25314,2,3,4,f,24.0,False,False,286,0.0,2771,0.0,19,8,51,8,,,,,,,,25.24937,55.28765
Al Mankhool 3 Bedroom Apartment #2,Entire serviced apartment,entire_home,Dubai,25314,3,4,6,f,24.0,False,False,395,0.0,1908,0.0,21,4,23,9,,,,,,,,25.2494,55.2876
Room Available Centrally Located for 2 People,Private room in rental unit,private_room,Dubai,25314,1,2,2,f,1.0,True,False,136,0.0,163,0.0,2,1,60,5,,,,,,,,25.24373,55.28984
Nice Studio for rent in the heart of Dubai.,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,65,0.0,2808,0.0,135,36,32,9,,,,,,,,25.24768,55.29583
Studio for rent in the heart of Dubai,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,56.0,False,False,76,0.0,2014,0.0,106,22,25,5,,,,,,,,25.24765,55.29627
Twin sharing Bed-space Available for Rent Female,Shared room in rental unit,shared_room,Dubai,25314,1,1,1,f,,False,False,23,0.0,28,0.0,2,1,60,0,,,,,,,,25.24817,55.29467
Fully Furnished Studio Apartment,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,,False,False,82,0.0,2542,0.0,31,26,100,4,2.0,6.0,2.0,4.0,8.0,6.0,2.0,25.249,55.294
Deluxe One Bedroom Apartment,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,3.0,True,False,980,0.0,2352,0.0,3,2,80,5,,,,,,,,25.24996,55.29436
"STUDIO APARTMENT, NEAR ADCB METRO",Entire serviced apartment,entire_home,Dubai,25314,Studio,1,2,f,721.0,False,False,204,16.0,13334,0.0,309,53,21,6,,,,,,,,25.24899,55.2958
Two Bedroom Apartment Near by Burjuman Mall,Room in aparthotel,entire_home,Dubai,25314,2,3,4,f,,False,False,195,0.0,3038,0.0,41,13,38,2,,,,,,,,25.24844929399163,55.2962080732036
Two Bedroom Apartment Near by Burjuman Mall,Room in aparthotel,entire_home,Dubai,25314,2,3,4,f,,False,False,130,0.0,3744,0.0,90,24,32,9,,,,,,,,25.24881,55.29617
Comfortable Studio for rent in Al MankhoolDubai.,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,56.0,False,False,69,0.0,584,0.0,18,7,47,3,,,,,,,,25.24899,55.29621
2 Bedroom Apartment Near Al Rais Tower 2,Room in aparthotel,entire_home,Dubai,25314,2,3,4,f,,False,False,140,0.0,8075,0.0,103,48,56,11,5.0,10.0,10.0,6.0,10.0,10.0,10.0,25.24966,55.29572
1 Bedroom Apartment Near Al Rais Tower 2,Room in aparthotel,entire_home,Dubai,25314,1,2,2,f,,False,False,114,0.0,813,0.0,23,6,31,0,,,,,,,,25.24976,55.29578
Residential one bedroom apartment in Dubai.,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,56.0,False,False,112,0.0,3014,0.0,117,22,23,4,,,,,,,,25.24919,55.29628
shared bed space for bachelor's,Shared room in rental unit,shared_room,Dubai,25314,1,1,3,f,,False,False,98,0.0,118,0.0,2,1,60,1,,,,,,,,25.24964,55.296
"4* Hotel, Deluxe Room #1 with Breakfast",Room in hotel,private_room,Dubai,25314,1,1,3,f,255.0,True,False,65,0.0,8820,23.8167,295,114,46,36,2.5,5.0,6.0,6.0,6.0,7.0,5.0,25.24965,55.296
Executive rental Space for Female close to Metro,Shared room in rental unit,shared_room,Dubai,25314,1,1,3,f,3.0,True,False,35,0.0,126,35.4,9,3,40,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.24973,55.29607
Fully Furnished 2 BHK @ Lowest Rate,Entire serviced apartment,entire_home,Dubai,25314,2,2,5,f,27.0,True,False,132,0.0,6607,0.0,91,42,55,8,3.4,7.0,6.0,5.0,6.0,6.0,6.0,25.23623,55.30402
1 min to ADCB metro. New home,Entire rental unit,entire_home,Dubai,25314,1,2,5,f,,False,False,66,0.0,2851,0.0,90,36,48,7,4.9,10.0,10.0,10.0,10.0,8.0,10.0,25.24163,55.29932
1 bedroom availabe for executive working lady,Private room in rental unit,private_room,Dubai,25314,1,1,2,f,1.0,True,False,545,0.0,654,0.0,4,1,30,4,,,,,,,,25.23847,55.30097
"Fresh, clean and bright room.",Private room in rental unit,private_room,Dubai,25314,1,0,1,f,,False,False,27,0.0,1128,0.0,48,35,87,2,,,,,,,,25.23953679922253,55.30163684465378
"DUBAI,daira,near Abu Bakr Abu Bakr alseddik metro",Private room in rental unit,private_room,Dubai,25314,1,2,2,f,,False,False,18,0.0,413,0.0,31,19,74,1,,,,,,,,25.242,55.301
Karama shopping complex,Private room in apartment,private_room,Dubai,25314,1,1,4,t,1.0,True,False,25,0.0,991,17.7,61,33,65,0,4.9,10.0,10.0,,10.0,10.0,10.0,25.241,55.30468
Fully Furnished Room With Breakfast For -2,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,82,0.0,1968,0.0,30,20,80,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23528,55.30534
Two Bedroom Apartment,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,27.0,True,False,110,0.0,3441,0.0,34,26,92,4,3.4,8.0,8.0,6.0,9.0,9.0,6.0,25.23535,55.30538
Spacious 2BR Apt with Free Wifi & Car parking,Entire serviced apartment,entire_home,Dubai,25314,2,2,4,f,,False,False,228,0.0,10315,0.0,78,38,58,8,,,,,,,,25.23484,55.30628
Family 3BR Apartment - Oud Metha,Entire serviced apartment,entire_home,Dubai,25314,3,3,6,f,,False,False,171,0.0,9514,0.0,107,46,52,3,,,,,,,,25.23508,55.3057
Studio Room @ Low Rate,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,27.0,True,False,78,0.0,14297,0.0,282,153,65,12,4.2,9.0,9.0,9.0,9.0,9.0,9.0,25.2349,55.3063
Spacious 2BRApt - Oud Metha,Entire serviced apartment,entire_home,Dubai,25314,2,2,4,f,,False,False,187,0.0,12527,0.0,77,56,87,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.23539,55.30556
One Bedroom Apartment - Opposite Dubai Frame,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,27.0,True,False,86,0.0,2786,0.0,45,27,72,5,4.2,9.0,9.0,8.0,10.0,10.0,8.0,25.23563,55.30634
Entire One Bedroom closed to Dubai Frame,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,27.0,True,False,89,0.0,2888,0.0,55,27,59,4,3.6,7.0,9.0,7.0,9.0,9.0,6.0,25.23604,55.30591
Studio Flat closed to Dubai Frame WTC,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,27.0,True,False,61,0.0,220,0.0,4,3,90,4,4.4,10.0,10.0,9.0,10.0,10.0,10.0,25.23592,55.30628
Entire One Bedroom Apartment,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,27.0,True,False,84,0.0,3427,0.0,170,34,24,4,,,,,,,,25.23467,55.30682
Entire 2 Bedroom Serviced Apartment,Entire serviced apartment,entire_home,Dubai,25314,2,2,4,f,9.0,True,False,181,0.0,9944,0.0,82,46,67,8,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.2352,55.30745
Two Bedroom Apartment,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,27.0,True,False,98,0.0,1078,0.0,11,11,100,8,1.6,4.0,4.0,3.0,3.0,3.0,4.0,25.23605,55.30701
Best Rate For Studio,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,9.0,True,False,86,0.0,17059,0.0,228,165,87,17,4.2,9.0,9.0,9.0,9.0,9.0,8.0,25.23599,55.30748
Studio Room  With Balcony,Entire serviced apartment,entire_home,Dubai,25314,1,1,2,f,9.0,True,False,84,0.0,7035,0.0,125,70,67,12,4.2,8.0,8.0,8.0,9.0,9.0,8.0,25.2361,55.30728
Studio Room @ Lowest Rate,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,27.0,True,False,72,0.0,2598,0.0,88,30,41,4,3.9,8.0,9.0,8.0,10.0,9.0,9.0,25.23638,55.30601
Two Bedroom Apartment,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,27.0,True,False,136,0.0,4113,0.0,63,25,48,10,3.8,6.0,8.0,6.0,8.0,9.0,8.0,25.23646,55.30608
One Bedroom Apartment with Balcony,Entire serviced apartment,entire_home,Dubai,25314,1,2,2,f,27.0,True,False,102,0.0,5228,0.0,125,43,41,8,,,,,,,,25.23673,55.30593
Studio Room @ Lowest Rate,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,27.0,True,False,84,0.0,6250,0.0,124,62,60,9,4.5,10.0,9.0,9.0,10.0,9.0,9.0,25.23821,55.30812
Newly built hotel with affordable rooms - 30,Room in hotel,private_room,Dubai,25314,1,1,2,f,1.0,False,False,225,0.0,540,0.0,6,2,40,9,,,,,,,,25.235,55.31
Affordable 3 bedrooms in Karama Dubai,Entire rental unit,entire_home,Dubai,25314,3,2,8,f,1.0,False,False,470,0.0,6726,0.0,27,12,53,6,,,,,,,,25.24299,55.29828
THE CATAMALAN 95FT  SPECIAL PRICED PER HOUR,Boat,entire_home,Dubai,25314,4,2,8,f,5.0,True,False,640,0.0,1536,0.0,6,2,40,3,,,,,,,,25.24633,55.29809
"1 BEDROOM APARTMENT, NEAR ADCB METRO DUBAI",Entire serviced apartment,entire_home,Dubai,25314,1,1,3,f,721.0,False,False,145,18.0,8355,22.4667,300,47,19,5,,,,,,,,25.24778,55.29775
Comfortable Studio for rent in Bur Dubai.,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,56.0,True,False,71,10.0,1899,0.0,94,22,28,3,,,,,,,,25.24824,55.29715
